date,delay,distance,origin,destination
01280830,0,312,AMA,DEN
01281335,-6,659,AMA,LAS
01281120,-4,281,AMA,DAL
01280705,-5,281,AMA,DAL
01281455,21,281,AMA,DAL
01290800,-4,281,AMA,DAL
01291835,21,281,AMA,DAL
01291535,8,312,AMA,DEN
01292105,-9,281,AMA,DAL
01290830,4,312,AMA,DEN
01291335,2,659,AMA,LAS
01291120,19,281,AMA,DAL
01290705,-4,281,AMA,DAL
01291455,25,281,AMA,DAL
01300800,-3,281,AMA,DAL
01301835,9,281,AMA,DAL
01301535,0,312,AMA,DEN
01302105,49,281,AMA,DAL
01300830,9,312,AMA,DEN
01301335,7,659,AMA,LAS
01301120,-4,281,AMA,DAL
01300705,-4,281,AMA,DAL
01301455,20,281,AMA,DAL
01310800,-3,281,AMA,DAL
01311835,14,281,AMA,DAL
01311535,15,312,AMA,DEN
01312105,74,281,AMA,DAL
01310830,-1,312,AMA,DEN
01311335,-2,659,AMA,LAS
01311120,-5,281,AMA,DAL
01310705,-4,281,AMA,DAL
01311455,41,281,AMA,DAL
01011105,-11,346,ANC,BET
01011520,-7,220,ANC,ADQ
01011450,-5,544,ANC,SCC
01010600,-1,227,ANC,FAI
01010805,40,496,ANC,JNU
01011135,-9,496,ANC,JNU
01011345,-2,1259,ANC,SEA
01011515,-12,1259,ANC,SEA
01010955,16,1259,ANC,SEA
01011715,-11,1259,ANC,SEA
01012140,-9,1259,ANC,SEA
01010035,-1,1259,ANC,SEA
01011100,-6,1259,ANC,SEA
01010705,-8,1259,ANC,SEA
01010050,-6,1340,ANC,PDX
01012010,-14,1259,ANC,SEA
01010235,-8,1340,ANC,PDX
01012310,154,2473,ANC,ORD
01011145,6,1340,ANC,PDX
01010135,3,1259,ANC,SEA
01011005,-2,468,ANC,OME
01011740,-10,2038,ANC,LAX
01010645,-7,477,ANC,OTZ
01010825,-2,2217,ANC,PHX
01011010,-19,227,ANC,FAI
01011620,-13,227,ANC,FAI
01012255,-9,227,ANC,FAI
01010505,-4,1259,ANC,SEA
01011510,-11,2413,ANC,HNL
01020625,28,346,ANC,BET
01021105,0,346,ANC,BET
01021900,-6,346,ANC,BET
01020615,-12,220,ANC,ADQ
01021520,-7,220,ANC,ADQ
01021450,-1,544,ANC,SCC
01020600,-1,227,ANC,FAI
01020805,-13,496,ANC,JNU
01021135,5,496,ANC,JNU
01021526,-10,139,ANC,CDV
01021955,17,496,ANC,JNU
01021345,-2,1259,ANC,SEA
01021515,-7,1259,ANC,SEA
01020955,-3,1259,ANC,SEA
01021715,-6,1259,ANC,SEA
01022140,-5,1259,ANC,SEA
01020035,-3,1259,ANC,SEA
01021100,2,1259,ANC,SEA
01020705,-4,1259,ANC,SEA
01021910,0,1259,ANC,SEA
01020050,-7,1340,ANC,PDX
01020235,46,1340,ANC,PDX
01022310,-4,2473,ANC,ORD
01021145,-8,1340,ANC,PDX
01020135,1,1259,ANC,SEA
01021005,-12,468,ANC,OME
01021630,31,477,ANC,OTZ
01021740,-11,2038,ANC,LAX
01020645,-13,477,ANC,OTZ
01021400,-13,1036,ANC,ADK
01021020,23,2002,ANC,LAS
01020700,-8,227,ANC,FAI
01021010,-11,227,ANC,FAI
01021405,-14,227,ANC,FAI
01021620,53,227,ANC,FAI
01022005,-11,227,ANC,FAI
01022255,-8,227,ANC,FAI
01020505,-1,1259,ANC,SEA
01021010,20,2430,ANC,OGG
01021510,105,2413,ANC,HNL
01030625,62,346,ANC,BET
01031105,21,346,ANC,BET
01031900,-2,346,ANC,BET
01030615,-6,220,ANC,ADQ
01031520,-11,220,ANC,ADQ
01031450,0,544,ANC,SCC
01031735,-5,630,ANC,BRW
01030600,-2,227,ANC,FAI
01030805,-14,496,ANC,JNU
01031135,-5,496,ANC,JNU
01031526,0,139,ANC,CDV
01031955,29,496,ANC,JNU
01031345,12,1259,ANC,SEA
01031515,-9,1259,ANC,SEA
01030955,31,1259,ANC,SEA
01031715,-6,1259,ANC,SEA
01032140,-5,1259,ANC,SEA
01030035,-10,1259,ANC,SEA
01031100,-13,1259,ANC,SEA
01030705,-4,1259,ANC,SEA
01031910,9,1259,ANC,SEA
01030050,-3,1340,ANC,PDX
01030235,-5,1340,ANC,PDX
01032310,-4,2473,ANC,ORD
01031145,16,1340,ANC,PDX
01030135,4,1259,ANC,SEA
01031005,-8,468,ANC,OME
01031630,-4,477,ANC,OTZ
01031740,-5,2038,ANC,LAX
01030645,-13,477,ANC,OTZ
01031020,-4,2002,ANC,LAS
01030700,-13,227,ANC,FAI
01031010,-1,227,ANC,FAI
01031405,3,227,ANC,FAI
01031620,1,227,ANC,FAI
01032005,3,227,ANC,FAI
01032255,-1,227,ANC,FAI
01030505,-3,1259,ANC,SEA
01031510,-10,2413,ANC,HNL
01041105,-6,346,ANC,BET
01041900,-10,346,ANC,BET
01040615,0,220,ANC,ADQ
01041450,1,544,ANC,SCC
01041735,-7,630,ANC,BRW
01040600,-9,227,ANC,FAI
01040805,-3,496,ANC,JNU
01041135,12,496,ANC,JNU
01041526,2,139,ANC,CDV
01041345,2,1259,ANC,SEA
01041515,-3,1259,ANC,SEA
01041715,-3,1259,ANC,SEA
01042140,-3,1259,ANC,SEA
01040035,32,1259,ANC,SEA
01041100,-8,1259,ANC,SEA
01040705,-6,1259,ANC,SEA
01040050,-2,1340,ANC,PDX
01042010,-1,1259,ANC,SEA
01040235,24,1340,ANC,PDX
01042310,-8,2473,ANC,ORD
01041145,-6,1340,ANC,PDX
01040135,11,1259,ANC,SEA
01041005,0,468,ANC,OME
01041630,10,477,ANC,OTZ
01041740,-5,2038,ANC,LAX
01040645,-1,477,ANC,OTZ
01040825,-4,2217,ANC,PHX
01040700,1,227,ANC,FAI
01041010,-7,227,ANC,FAI
01041405,5,227,ANC,FAI
01041620,4,227,ANC,FAI
01042255,-3,227,ANC,FAI
01040505,1,1259,ANC,SEA
01041010,-9,2430,ANC,OGG
01041510,-7,2413,ANC,HNL
01041315,4,2498,ANC,KOA
01040220,73,1259,ANC,SEA
01051105,-4,346,ANC,BET
01051900,-4,346,ANC,BET
01050615,-6,220,ANC,ADQ
01051520,-2,220,ANC,ADQ
01051450,3,544,ANC,SCC
01050600,5,227,ANC,FAI
01050805,-13,496,ANC,JNU
01051135,-1,496,ANC,JNU
01051526,-10,139,ANC,CDV
01051955,-5,496,ANC,JNU
01051345,2,1259,ANC,SEA
01051515,13,1259,ANC,SEA
01050955,-2,1259,ANC,SEA
01051800,-2,1259,ANC,SEA
01052140,3,1259,ANC,SEA
01050035,0,1259,ANC,SEA
01051100,0,1259,ANC,SEA
01050705,-1,1259,ANC,SEA
01051910,-18,1259,ANC,SEA
01050050,-6,1340,ANC,PDX
01050235,-4,1340,ANC,PDX
01051145,-10,1340,ANC,PDX
01050135,-7,1259,ANC,SEA
01051005,-7,468,ANC,OME
01051630,2,477,ANC,OTZ
01051740,-8,2038,ANC,LAX
01050645,-9,477,ANC,OTZ
01051400,-12,1036,ANC,ADK
01051020,-16,2002,ANC,LAS
01050700,4,227,ANC,FAI
01051010,-4,227,ANC,FAI
01051405,-12,227,ANC,FAI
01051620,-6,227,ANC,FAI
01052255,-7,227,ANC,FAI
01050505,-1,1259,ANC,SEA
01051510,-1,2413,ANC,HNL
01050220,-6,1259,ANC,SEA
01050150,-1,1259,ANC,SEA
01060625,-8,346,ANC,BET
01061105,0,346,ANC,BET
01061900,-5,346,ANC,BET
01060615,-6,220,ANC,ADQ
01061520,-14,220,ANC,ADQ
01061450,-5,544,ANC,SCC
01061735,-7,630,ANC,BRW
01060600,-2,227,ANC,FAI
01060805,-11,496,ANC,JNU
01061135,-13,496,ANC,JNU
01061526,-2,139,ANC,CDV
01061955,-12,496,ANC,JNU
01061345,-5,1259,ANC,SEA
01061515,-8,1259,ANC,SEA
01060955,-10,1259,ANC,SEA
01061715,-15,1259,ANC,SEA
01062140,73,1259,ANC,SEA
01060035,0,1259,ANC,SEA
01061100,-5,1259,ANC,SEA
01060705,-7,1259,ANC,SEA
01061910,-17,1259,ANC,SEA
01060050,-6,1340,ANC,PDX
01060235,7,1340,ANC,PDX
01061145,8,1340,ANC,PDX
01060135,-4,1259,ANC,SEA
01061005,-9,468,ANC,OME
01061630,51,477,ANC,OTZ
01060645,-7,477,ANC,OTZ
01060825,2,2217,ANC,PHX
01060700,-12,227,ANC,FAI
01061010,5,227,ANC,FAI
01061405,-6,227,ANC,FAI
01061620,-5,227,ANC,FAI
01062005,-16,227,ANC,FAI
01062255,-6,227,ANC,FAI
01060505,-5,1259,ANC,SEA
01061010,75,2430,ANC,OGG
01061510,-9,2413,ANC,HNL
01060220,-7,1259,ANC,SEA
01070625,-10,346,ANC,BET
01071105,-10,346,ANC,BET
01071900,34,346,ANC,BET
01070615,-9,220,ANC,ADQ
01071520,-9,220,ANC,ADQ
01071450,-6,544,ANC,SCC
01071735,58,630,ANC,BRW
01070600,-4,227,ANC,FAI
01070805,-10,496,ANC,JNU
01071135,-1,496,ANC,JNU
01071526,-14,139,ANC,CDV
01071955,-2,496,ANC,JNU
01071345,-6,1259,ANC,SEA
01071515,-5,1259,ANC,SEA
01070955,-6,1259,ANC,SEA
01071715,-9,1259,ANC,SEA
01072140,28,1259,ANC,SEA
01070035,-4,1259,ANC,SEA
01071100,-4,1259,ANC,SEA
01070705,-6,1259,ANC,SEA
01071910,16,1259,ANC,SEA
01070050,0,1340,ANC,PDX
01070235,-13,1340,ANC,PDX
01071145,-12,1340,ANC,PDX
01070135,-2,1259,ANC,SEA
01071005,-13,468,ANC,OME
01071630,-15,477,ANC,OTZ
01070645,-2,477,ANC,OTZ
01070700,-4,227,ANC,FAI
01071010,-8,227,ANC,FAI
01071405,-6,227,ANC,FAI
01071620,-7,227,ANC,FAI
01072005,-8,227,ANC,FAI
01072255,8,227,ANC,FAI
01070505,-3,1259,ANC,SEA
01071510,-1,2413,ANC,HNL
01080625,-6,346,ANC,BET
01081105,-8,346,ANC,BET
01081900,-8,346,ANC,BET
01081520,6,220,ANC,ADQ
01081450,106,544,ANC,SCC
01080600,-1,227,ANC,FAI
01080805,17,496,ANC,JNU
01081135,149,496,ANC,JNU
01081526,-1,139,ANC,CDV
01081955,23,496,ANC,JNU
01081345,-2,1259,ANC,SEA
01081515,78,1259,ANC,SEA
01080955,-8,1259,ANC,SEA
01081715,0,1259,ANC,SEA
01082140,40,1259,ANC,SEA
01080035,-7,1259,ANC,SEA
01081100,-3,1259,ANC,SEA
01080705,-5,1259,ANC,SEA
01080050,-10,1340,ANC,PDX
01082010,-10,1259,ANC,SEA
01080240,-5,1340,ANC,PDX
01081145,-9,1340,ANC,PDX
01080135,-4,1259,ANC,SEA
01081005,66,468,ANC,OME
01081630,14,477,ANC,OTZ
01080645,-15,477,ANC,OTZ
01080825,-5,2217,ANC,PHX
01080700,-5,227,ANC,FAI
01081010,-15,227,ANC,FAI
01081405,0,227,ANC,FAI
01081620,8,227,ANC,FAI
01082005,-1,227,ANC,FAI
01082255,-4,227,ANC,FAI
01080505,-6,1259,ANC,SEA
01081510,-8,2413,ANC,HNL
01090625,-9,346,ANC,BET
01091105,-7,346,ANC,BET
01091900,0,346,ANC,BET
01090615,-13,220,ANC,ADQ
01091520,-11,220,ANC,ADQ
01091450,-10,544,ANC,SCC
01090600,-2,227,ANC,FAI
01090805,-11,496,ANC,JNU
01091135,-6,496,ANC,JNU
01091526,-17,139,ANC,CDV
01091955,0,496,ANC,JNU
01091345,1,1259,ANC,SEA
01091515,-4,1259,ANC,SEA
01090955,-2,1259,ANC,SEA
01091715,-7,1259,ANC,SEA
01092140,1,1259,ANC,SEA
01090035,-9,1259,ANC,SEA
01091100,-2,1259,ANC,SEA
01090705,-4,1259,ANC,SEA
01091910,-4,1259,ANC,SEA
01090240,-1,1340,ANC,PDX
01091145,1,1340,ANC,PDX
01090135,-8,1259,ANC,SEA
01091005,4,468,ANC,OME
01091630,59,477,ANC,OTZ
01090645,-10,477,ANC,OTZ
01091400,-5,1036,ANC,ADK
01091020,-2,2002,ANC,LAS
01090700,-7,227,ANC,FAI
01091010,-7,227,ANC,FAI
01091405,-8,227,ANC,FAI
01091620,-10,227,ANC,FAI
01092005,91,227,ANC,FAI
01092255,21,227,ANC,FAI
01090505,-5,1259,ANC,SEA
01091010,-4,2430,ANC,OGG
01091510,-7,2413,ANC,HNL
01100625,-8,346,ANC,BET
01101105,-8,346,ANC,BET
01101900,-8,346,ANC,BET
01100615,-9,220,ANC,ADQ
01101520,-12,220,ANC,ADQ
01101450,-9,544,ANC,SCC
01101735,-5,630,ANC,BRW
01100600,1,227,ANC,FAI
01100805,-9,496,ANC,JNU
01101135,10,496,ANC,JNU
01101526,11,139,ANC,CDV
01101955,-5,496,ANC,JNU
01101345,-3,1259,ANC,SEA
01101515,0,1259,ANC,SEA
01100955,5,1259,ANC,SEA
01101715,-4,1259,ANC,SEA
01102140,-1,1259,ANC,SEA
01100035,-5,1259,ANC,SEA
01101100,-10,1259,ANC,SEA
01100705,-5,1259,ANC,SEA
01101910,-12,1259,ANC,SEA
01100050,-3,1340,ANC,PDX
01100235,-9,1340,ANC,PDX
01101145,21,1340,ANC,PDX
01100135,14,1259,ANC,SEA
01101005,-9,468,ANC,OME
01101630,-1,477,ANC,OTZ
01100645,-8,477,ANC,OTZ
01101020,-4,2002,ANC,LAS
01100700,-1,227,ANC,FAI
01101010,-13,227,ANC,FAI
01101405,-14,227,ANC,FAI
01101620,-10,227,ANC,FAI
01102005,-16,227,ANC,FAI
01102255,-6,227,ANC,FAI
01100505,-4,1259,ANC,SEA
01101510,-10,2413,ANC,HNL
01111105,12,346,ANC,BET
01111900,-1,346,ANC,BET
01110615,-15,220,ANC,ADQ
01111450,-10,544,ANC,SCC
01111735,1,630,ANC,BRW
01110600,0,227,ANC,FAI
01110805,0,496,ANC,JNU
01111135,-10,496,ANC,JNU
01111526,2,139,ANC,CDV
01111345,-8,1259,ANC,SEA
01111515,-8,1259,ANC,SEA
01111715,-8,1259,ANC,SEA
01112140,-5,1259,ANC,SEA
01110035,-3,1259,ANC,SEA
01111100,-11,1259,ANC,SEA
01110705,-10,1259,ANC,SEA
01110050,-2,1340,ANC,PDX
01112010,-21,1259,ANC,SEA
01110235,-6,1340,ANC,PDX
01111145,-1,1340,ANC,PDX
01110135,-8,1259,ANC,SEA
01111005,-20,468,ANC,OME
01111630,28,477,ANC,OTZ
01110645,-6,477,ANC,OTZ
01110825,-10,2217,ANC,PHX
01110700,-12,227,ANC,FAI
01111010,-8,227,ANC,FAI
01111405,-5,227,ANC,FAI
01111620,-8,227,ANC,FAI
01112255,-10,227,ANC,FAI
01110505,-2,1259,ANC,SEA
01111010,-5,2430,ANC,OGG
01111510,-5,2413,ANC,HNL
01111315,-4,2498,ANC,KOA
01121105,-5,346,ANC,BET
01121907,6,346,ANC,BET
01120615,-5,220,ANC,ADQ
01121520,19,220,ANC,ADQ
01121450,11,544,ANC,SCC
01120600,-3,227,ANC,FAI
01120805,9,496,ANC,JNU
01121135,-4,496,ANC,JNU
01121526,-7,139,ANC,CDV
01121955,-9,496,ANC,JNU
01121335,-3,1259,ANC,SEA
01121515,-2,1259,ANC,SEA
01121000,-3,1259,ANC,SEA
01121800,-9,1259,ANC,SEA
01122140,-3,1259,ANC,SEA
01120035,2,1259,ANC,SEA
01121100,-3,1259,ANC,SEA
01120705,-13,1259,ANC,SEA
01121910,-6,1259,ANC,SEA
01120240,-12,1340,ANC,PDX
01121155,7,1340,ANC,PDX
01120135,22,1259,ANC,SEA
01121005,-4,468,ANC,OME
01121630,-14,477,ANC,OTZ
01120645,-4,477,ANC,OTZ
01121400,-7,1036,ANC,ADK
01121020,-1,2002,ANC,LAS
01120700,-11,227,ANC,FAI
01121010,-3,227,ANC,FAI
01121405,2,227,ANC,FAI
01121620,0,227,ANC,FAI
01122255,1,227,ANC,FAI
01120505,16,1259,ANC,SEA
01121510,0,2413,ANC,HNL
01130625,-6,346,ANC,BET
01131105,-3,346,ANC,BET
01131907,-9,346,ANC,BET
01130615,-2,220,ANC,ADQ
01131520,0,220,ANC,ADQ
01131450,1,544,ANC,SCC
01131735,-2,630,ANC,BRW
01130600,-2,227,ANC,FAI
01130805,-6,496,ANC,JNU
01131135,30,496,ANC,JNU
01131526,-14,139,ANC,CDV
01131955,-10,496,ANC,JNU
01131335,-10,1259,ANC,SEA
01131515,2,1259,ANC,SEA
01131000,2,1259,ANC,SEA
01131705,-7,1259,ANC,SEA
01132140,-8,1259,ANC,SEA
01130035,-7,1259,ANC,SEA
01131100,-5,1259,ANC,SEA
01130705,-7,1259,ANC,SEA
01131910,-5,1259,ANC,SEA
01130050,-11,1340,ANC,PDX
01130240,-8,1340,ANC,PDX
01131155,-7,1340,ANC,PDX
01130135,1,1259,ANC,SEA
01131005,-4,468,ANC,OME
01131630,0,477,ANC,OTZ
01130645,15,477,ANC,OTZ
01130825,-9,2217,ANC,PHX
01130700,7,227,ANC,FAI
01131010,10,227,ANC,FAI
01131405,-6,227,ANC,FAI
01131620,-9,227,ANC,FAI
01132005,-7,227,ANC,FAI
01132255,-3,227,ANC,FAI
01130505,-15,1259,ANC,SEA
01131010,7,2430,ANC,OGG
01131510,-11,2413,ANC,HNL
01140625,-4,346,ANC,BET
01141105,-11,346,ANC,BET
01141907,-5,346,ANC,BET
01140615,-11,220,ANC,ADQ
01141520,-10,220,ANC,ADQ
01141450,-2,544,ANC,SCC
01141735,-12,630,ANC,BRW
01140600,-1,227,ANC,FAI
01140805,-5,496,ANC,JNU
01141135,-8,496,ANC,JNU
01141526,-8,139,ANC,CDV
01141955,-4,496,ANC,JNU
01141335,-5,1259,ANC,SEA
01141515,-6,1259,ANC,SEA
01141000,-10,1259,ANC,SEA
01141705,-8,1259,ANC,SEA
01142140,-4,1259,ANC,SEA
01140035,-12,1259,ANC,SEA
01141100,-13,1259,ANC,SEA
01140705,-12,1259,ANC,SEA
01141910,-11,1259,ANC,SEA
01140050,-10,1340,ANC,PDX
01140240,-13,1340,ANC,PDX
01141155,-6,1340,ANC,PDX
01140135,-12,1259,ANC,SEA
01141005,13,468,ANC,OME
01141630,-9,477,ANC,OTZ
01140645,-4,477,ANC,OTZ
01140700,-20,227,ANC,FAI
01141010,32,227,ANC,FAI
01141405,-17,227,ANC,FAI
01141620,-15,227,ANC,FAI
01142005,-3,227,ANC,FAI
01142255,-9,227,ANC,FAI
01140505,0,1259,ANC,SEA
01141510,-6,2413,ANC,HNL
01150625,-6,346,ANC,BET
01151105,-7,346,ANC,BET
01151907,-1,346,ANC,BET
01151520,2,220,ANC,ADQ
01151450,-6,544,ANC,SCC
01150600,2,227,ANC,FAI
01150805,3,496,ANC,JNU
01151135,-10,496,ANC,JNU
01151526,-7,139,ANC,CDV
01151955,-2,496,ANC,JNU
01151335,-13,1259,ANC,SEA
01151515,-6,1259,ANC,SEA
01151000,-8,1259,ANC,SEA
01151705,-17,1259,ANC,SEA
01152140,48,1259,ANC,SEA
01150035,0,1259,ANC,SEA
01151100,-8,1259,ANC,SEA
01150705,-4,1259,ANC,SEA
01150050,-13,1340,ANC,PDX
01152010,-6,1259,ANC,SEA
01150240,-5,1340,ANC,PDX
01151155,-3,1340,ANC,PDX
01150135,23,1259,ANC,SEA
01151005,-12,468,ANC,OME
01151630,-7,477,ANC,OTZ
01150645,-10,477,ANC,OTZ
01150825,-6,2217,ANC,PHX
01150700,-5,227,ANC,FAI
01151010,-5,227,ANC,FAI
01151405,-1,227,ANC,FAI
01151620,2,227,ANC,FAI
01152005,-5,227,ANC,FAI
01152255,144,227,ANC,FAI
01150505,-3,1259,ANC,SEA
01151510,-2,2413,ANC,HNL
01160625,-4,346,ANC,BET
01161105,3,346,ANC,BET
01161907,-13,346,ANC,BET
01160615,-2,220,ANC,ADQ
01161520,0,220,ANC,ADQ
01161450,4,544,ANC,SCC
01160600,10,227,ANC,FAI
01160805,-10,496,ANC,JNU
01161135,-1,496,ANC,JNU
01161526,-11,139,ANC,CDV
01161955,21,496,ANC,JNU
01161335,3,1259,ANC,SEA
01161515,50,1259,ANC,SEA
01161000,-1,1259,ANC,SEA
01161705,-6,1259,ANC,SEA
01162140,-2,1259,ANC,SEA
01160035,-7,1259,ANC,SEA
01161100,90,1259,ANC,SEA
01160705,-4,1259,ANC,SEA
01161910,-8,1259,ANC,SEA
01160240,-7,1340,ANC,PDX
01161155,-8,1340,ANC,PDX
01160135,1,1259,ANC,SEA
01161005,0,468,ANC,OME
01161630,124,477,ANC,OTZ
01160645,-7,477,ANC,OTZ
01161400,-14,1036,ANC,ADK
01161020,-7,2002,ANC,LAS
01160700,-6,227,ANC,FAI
01161010,-11,227,ANC,FAI
01161405,-2,227,ANC,FAI
01161620,36,227,ANC,FAI
01162005,-6,227,ANC,FAI
01162255,-3,227,ANC,FAI
01160505,-1,1259,ANC,SEA
01161010,3,2430,ANC,OGG
01161510,8,2413,ANC,HNL
01170625,0,346,ANC,BET
01171105,-3,346,ANC,BET
01171907,-14,346,ANC,BET
01170615,0,220,ANC,ADQ
01171520,-6,220,ANC,ADQ
01171450,25,544,ANC,SCC
01171735,-7,630,ANC,BRW
01170600,28,227,ANC,FAI
01170805,14,496,ANC,JNU
01171135,3,496,ANC,JNU
01171526,15,139,ANC,CDV
01171955,-4,496,ANC,JNU
01171335,-7,1259,ANC,SEA
01171515,21,1259,ANC,SEA
01171000,-11,1259,ANC,SEA
01171705,-12,1259,ANC,SEA
01172140,1,1259,ANC,SEA
01170035,-3,1259,ANC,SEA
01171100,-9,1259,ANC,SEA
01170705,-9,1259,ANC,SEA
01171910,-3,1259,ANC,SEA
01170050,-12,1340,ANC,PDX
01170240,-12,1340,ANC,PDX
01171155,-4,1340,ANC,PDX
01170135,-7,1259,ANC,SEA
01171005,0,468,ANC,OME
01171630,-7,477,ANC,OTZ
01170645,-12,477,ANC,OTZ
01171020,-3,2002,ANC,LAS
01170700,-3,227,ANC,FAI
01171010,14,227,ANC,FAI
01171405,-13,227,ANC,FAI
01171620,-10,227,ANC,FAI
01172005,-5,227,ANC,FAI
01172255,-6,227,ANC,FAI
01170505,-4,1259,ANC,SEA
01171510,-13,2413,ANC,HNL
01181105,-5,346,ANC,BET
01181907,3,346,ANC,BET
01180615,-4,220,ANC,ADQ
01181450,-3,544,ANC,SCC
01181735,-6,630,ANC,BRW
01180600,1,227,ANC,FAI
01180805,-8,496,ANC,JNU
01181135,-1,496,ANC,JNU
01181526,7,139,ANC,CDV
01181335,-9,1259,ANC,SEA
01181515,3,1259,ANC,SEA
01181705,-4,1259,ANC,SEA
01182140,34,1259,ANC,SEA
01180035,-4,1259,ANC,SEA
01181100,0,1259,ANC,SEA
01180705,-6,1259,ANC,SEA
01180050,-4,1340,ANC,PDX
01182010,-11,1259,ANC,SEA
01180240,-4,1340,ANC,PDX
01181155,-10,1340,ANC,PDX
01180135,1,1259,ANC,SEA
01181005,-1,468,ANC,OME
01181630,-1,477,ANC,OTZ
01180645,-2,477,ANC,OTZ
01180825,-10,2217,ANC,PHX
01180700,-9,227,ANC,FAI
01181010,-8,227,ANC,FAI
01181405,-7,227,ANC,FAI
01181620,-5,227,ANC,FAI
01182255,-4,227,ANC,FAI
01180505,-3,1259,ANC,SEA
01181010,37,2430,ANC,OGG
01181510,-3,2413,ANC,HNL
01181315,5,2498,ANC,KOA
01191105,-8,346,ANC,BET
01191907,-11,346,ANC,BET
01190615,-10,220,ANC,ADQ
01191520,-7,220,ANC,ADQ
01190600,-4,227,ANC,FAI
01190805,-11,496,ANC,JNU
01191135,-15,496,ANC,JNU
01191526,-7,139,ANC,CDV
01191955,-5,496,ANC,JNU
01191335,-8,1259,ANC,SEA
01191515,-1,1259,ANC,SEA
01191000,-11,1259,ANC,SEA
01191800,-8,1259,ANC,SEA
01192140,2,1259,ANC,SEA
01190035,-2,1259,ANC,SEA
01191100,-7,1259,ANC,SEA
01190705,-1,1259,ANC,SEA
01191910,-5,1259,ANC,SEA
01190240,-6,1340,ANC,PDX
01191155,-12,1340,ANC,PDX
01190135,-11,1259,ANC,SEA
01191005,-6,468,ANC,OME
01190645,-6,477,ANC,OTZ
01191400,37,1036,ANC,ADK
01191020,-9,2002,ANC,LAS
01190700,-11,227,ANC,FAI
01191010,-13,227,ANC,FAI
01191405,-4,227,ANC,FAI
01191620,-12,227,ANC,FAI
01192255,-7,227,ANC,FAI
01190505,-3,1259,ANC,SEA
01191510,-1,2413,ANC,HNL
01200625,-11,346,ANC,BET
01201105,-9,346,ANC,BET
01201907,91,346,ANC,BET
01200615,13,220,ANC,ADQ
01201520,131,220,ANC,ADQ
01201450,-8,544,ANC,SCC
01201735,7,630,ANC,BRW
01200600,-5,227,ANC,FAI
01200805,-2,496,ANC,JNU
01201135,3,496,ANC,JNU
01201526,-7,139,ANC,CDV
01201955,35,496,ANC,JNU
01201335,-11,1259,ANC,SEA
01201515,-11,1259,ANC,SEA
01201000,-12,1259,ANC,SEA
01201705,4,1259,ANC,SEA
01202140,-6,1259,ANC,SEA
01200035,-9,1259,ANC,SEA
01201100,1,1259,ANC,SEA
01200705,-10,1259,ANC,SEA
01201910,-8,1259,ANC,SEA
01200050,-9,1340,ANC,PDX
01200240,-10,1340,ANC,PDX
01201155,-6,1340,ANC,PDX
01200135,-10,1259,ANC,SEA
01201005,-8,468,ANC,OME
01201630,-4,477,ANC,OTZ
01200645,-10,477,ANC,OTZ
01200825,-4,2217,ANC,PHX
01200700,-9,227,ANC,FAI
01201010,-14,227,ANC,FAI
01201405,-4,227,ANC,FAI
01201620,18,227,ANC,FAI
01202005,-2,227,ANC,FAI
01202255,-10,227,ANC,FAI
01200505,-12,1259,ANC,SEA
01201010,-8,2430,ANC,OGG
01201510,-11,2413,ANC,HNL
01210625,-5,346,ANC,BET
01211105,-9,346,ANC,BET
01211907,-9,346,ANC,BET
01210615,-5,220,ANC,ADQ
01211520,-13,220,ANC,ADQ
01211450,-6,544,ANC,SCC
01211735,-14,630,ANC,BRW
01210600,-5,227,ANC,FAI
01210805,-3,496,ANC,JNU
01211135,0,496,ANC,JNU
01211526,0,139,ANC,CDV
01211955,30,496,ANC,JNU
01211335,13,1259,ANC,SEA
01211515,-4,1259,ANC,SEA
01211000,-8,1259,ANC,SEA
01211705,-16,1259,ANC,SEA
01212140,-6,1259,ANC,SEA
01210035,-8,1259,ANC,SEA
01211100,-16,1259,ANC,SEA
01210705,-5,1259,ANC,SEA
01211910,-7,1259,ANC,SEA
01210050,-1,1340,ANC,PDX
01210240,-5,1340,ANC,PDX
01211155,10,1340,ANC,PDX
01210135,-4,1259,ANC,SEA
01211005,0,468,ANC,OME
01211630,-1,477,ANC,OTZ
01210645,-5,477,ANC,OTZ
01210700,-12,227,ANC,FAI
01211010,-9,227,ANC,FAI
01211405,-7,227,ANC,FAI
01211620,-10,227,ANC,FAI
01212005,-10,227,ANC,FAI
01212255,-5,227,ANC,FAI
01210505,-6,1259,ANC,SEA
01211510,-3,2413,ANC,HNL
01220625,-10,346,ANC,BET
01221105,-13,346,ANC,BET
01221907,73,346,ANC,BET
01221520,144,220,ANC,ADQ
01221450,-7,544,ANC,SCC
01220600,-1,227,ANC,FAI
01220805,-10,496,ANC,JNU
01221135,-3,496,ANC,JNU
01221526,1,139,ANC,CDV
01221955,-11,496,ANC,JNU
01221335,-13,1259,ANC,SEA
01221515,-4,1259,ANC,SEA
01221000,7,1259,ANC,SEA
01221705,-5,1259,ANC,SEA
01222140,-7,1259,ANC,SEA
01220035,-4,1259,ANC,SEA
01221100,-11,1259,ANC,SEA
01220705,-3,1259,ANC,SEA
01220050,0,1340,ANC,PDX
01222010,-8,1259,ANC,SEA
01220240,-4,1340,ANC,PDX
01221155,57,1340,ANC,PDX
01220135,-3,1259,ANC,SEA
